Sample Name	Protocol REF	Parameter Value[Concentration measurement]	Performer	Date	Extract Name	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Provider name]	Parameter Value[Provider contact]	Parameter Value[Provider project ID]	Parameter Value[Provider sample ID]	Parameter Value[Provider QC status]	Parameter Value[Requestor contact]	Parameter Value[Requestor project]	Parameter Value[Requestor sample ID]	Parameter Value[Concentration measurement]	Parameter Value[Library source]	Parameter Value[Library strategy]	Parameter Value[Library selection]	Parameter Value[Library layout]	Parameter Value[Library kit]	Parameter Value[Target insert size]	Parameter Value[Wet-lab insert size]	Performer	Date	Extract Name	Characteristics[Folder name]	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Platform]	Parameter Value[Instrument model]	Parameter Value[Base quality encoding]	Parameter Value[Center name]	Parameter Value[Center contact]	Performer	Date	Raw Data File
P5099-N1	Nucleic acid extraction WGS				P5099-N1-DNA1					Library construction WGS																			P15099-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5100-N1	Nucleic acid extraction WGS				P5100-N1-DNA1					Library construction WGS																			P15100-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5101-N1	Nucleic acid extraction WGS				P5101-N1-DNA1					Library construction WGS																			P15101-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5102-N1	Nucleic acid extraction WGS				P5102-N1-DNA1					Library construction WGS																			P15102-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5103-N1	Nucleic acid extraction WGS				P5103-N1-DNA1					Library construction WGS																			P15103-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5104-N1	Nucleic acid extraction WGS				P5104-N1-DNA1					Library construction WGS																			P15104-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5105-N1	Nucleic acid extraction WGS				P5105-N1-DNA1					Library construction WGS																			P15105-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5106-N1	Nucleic acid extraction WGS				P5106-N1-DNA1					Library construction WGS																			P15106-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5107-N1	Nucleic acid extraction WGS				P5107-N1-DNA1					Library construction WGS																			P15107-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5108-N1	Nucleic acid extraction WGS				P5108-N1-DNA1					Library construction WGS																			P15108-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5109-N1	Nucleic acid extraction WGS				P5109-N1-DNA1					Library construction WGS																			P15109-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5110-N1	Nucleic acid extraction WGS				P5110-N1-DNA1					Library construction WGS																			P15110-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5111-N1	Nucleic acid extraction WGS				P5111-N1-DNA1					Library construction WGS																			P15111-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5112-N1	Nucleic acid extraction WGS				P5112-N1-DNA1					Library construction WGS																			P15112-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5113-N1	Nucleic acid extraction WGS				P5113-N1-DNA1					Library construction WGS																			P15113-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5114-N1	Nucleic acid extraction WGS				P5114-N1-DNA1					Library construction WGS																			P15114-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5115-N1	Nucleic acid extraction WGS				P5115-N1-DNA1					Library construction WGS																			P15115-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5116-N1	Nucleic acid extraction WGS				P5116-N1-DNA1					Library construction WGS																			P15116-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5117-N1	Nucleic acid extraction WGS				P5117-N1-DNA1					Library construction WGS																			P15117-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5118-N1	Nucleic acid extraction WGS				P5118-N1-DNA1					Library construction WGS																			P15118-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5119-N1	Nucleic acid extraction WGS				P5119-N1-DNA1					Library construction WGS																			P15119-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5120-N1	Nucleic acid extraction WGS				P5120-N1-DNA1					Library construction WGS																			P15120-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5121-N1	Nucleic acid extraction WGS				P5121-N1-DNA1					Library construction WGS																			P15121-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5122-N1	Nucleic acid extraction WGS				P5122-N1-DNA1					Library construction WGS																			P15122-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5123-N1	Nucleic acid extraction WGS				P5123-N1-DNA1					Library construction WGS																			P15123-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5124-N1	Nucleic acid extraction WGS				P5124-N1-DNA1					Library construction WGS																			P15124-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5125-N1	Nucleic acid extraction WGS				P5125-N1-DNA1					Library construction WGS																			P15125-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5126-N1	Nucleic acid extraction WGS				P5126-N1-DNA1					Library construction WGS																			P15126-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5127-N1	Nucleic acid extraction WGS				P5127-N1-DNA1					Library construction WGS																			P15127-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5128-N1	Nucleic acid extraction WGS				P5128-N1-DNA1					Library construction WGS																			P15128-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5129-N1	Nucleic acid extraction WGS				P5129-N1-DNA1					Library construction WGS																			P15129-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5130-N1	Nucleic acid extraction WGS				P5130-N1-DNA1					Library construction WGS																			P15130-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5131-N1	Nucleic acid extraction WGS				P5131-N1-DNA1					Library construction WGS																			P15131-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5132-N1	Nucleic acid extraction WGS				P5132-N1-DNA1					Library construction WGS																			P15132-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5133-N1	Nucleic acid extraction WGS				P5133-N1-DNA1					Library construction WGS																			P15133-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5134-N1	Nucleic acid extraction WGS				P5134-N1-DNA1					Library construction WGS																			P15134-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5135-N1	Nucleic acid extraction WGS				P5135-N1-DNA1					Library construction WGS																			P15135-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5136-N1	Nucleic acid extraction WGS				P5136-N1-DNA1					Library construction WGS																			P15136-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5137-N1	Nucleic acid extraction WGS				P5137-N1-DNA1					Library construction WGS																			P15137-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5138-N1	Nucleic acid extraction WGS				P5138-N1-DNA1					Library construction WGS																			P15138-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5139-N1	Nucleic acid extraction WGS				P5139-N1-DNA1					Library construction WGS																			P15139-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5140-N1	Nucleic acid extraction WGS				P5140-N1-DNA1					Library construction WGS																			P15140-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5141-N1	Nucleic acid extraction WGS				P5141-N1-DNA1					Library construction WGS																			P15141-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5142-N1	Nucleic acid extraction WGS				P5142-N1-DNA1					Library construction WGS																			P15142-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5143-N1	Nucleic acid extraction WGS				P5143-N1-DNA1					Library construction WGS																			P15143-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5144-N1	Nucleic acid extraction WGS				P5144-N1-DNA1					Library construction WGS																			P15144-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5145-N1	Nucleic acid extraction WGS				P5145-N1-DNA1					Library construction WGS																			P15145-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5146-N1	Nucleic acid extraction WGS				P5146-N1-DNA1					Library construction WGS																			P15146-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5147-N1	Nucleic acid extraction WGS				P5147-N1-DNA1					Library construction WGS																			P15147-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5148-N1	Nucleic acid extraction WGS				P5148-N1-DNA1					Library construction WGS																			P15148-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5149-N1	Nucleic acid extraction WGS				P5149-N1-DNA1					Library construction WGS																			P15149-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5150-N1	Nucleic acid extraction WGS				P5150-N1-DNA1					Library construction WGS																			P15150-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5151-N1	Nucleic acid extraction WGS				P5151-N1-DNA1					Library construction WGS																			P15151-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5152-N1	Nucleic acid extraction WGS				P5152-N1-DNA1					Library construction WGS																			P15152-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5153-N1	Nucleic acid extraction WGS				P5153-N1-DNA1					Library construction WGS																			P15153-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5154-N1	Nucleic acid extraction WGS				P5154-N1-DNA1					Library construction WGS																			P15154-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5155-N1	Nucleic acid extraction WGS				P5155-N1-DNA1					Library construction WGS																			P15155-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5156-N1	Nucleic acid extraction WGS				P5156-N1-DNA1					Library construction WGS																			P15156-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5157-N1	Nucleic acid extraction WGS				P5157-N1-DNA1					Library construction WGS																			P15157-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5158-N1	Nucleic acid extraction WGS				P5158-N1-DNA1					Library construction WGS																			P15158-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5159-N1	Nucleic acid extraction WGS				P5159-N1-DNA1					Library construction WGS																			P15159-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5160-N1	Nucleic acid extraction WGS				P5160-N1-DNA1					Library construction WGS																			P15160-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5161-N1	Nucleic acid extraction WGS				P5161-N1-DNA1					Library construction WGS																			P15161-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5162-N1	Nucleic acid extraction WGS				P5162-N1-DNA1					Library construction WGS																			P15162-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5163-N1	Nucleic acid extraction WGS				P5163-N1-DNA1					Library construction WGS																			P15163-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5164-N1	Nucleic acid extraction WGS				P5164-N1-DNA1					Library construction WGS																			P15164-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5165-N1	Nucleic acid extraction WGS				P5165-N1-DNA1					Library construction WGS																			P15165-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5166-N1	Nucleic acid extraction WGS				P5166-N1-DNA1					Library construction WGS																			P15166-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5167-N1	Nucleic acid extraction WGS				P5167-N1-DNA1					Library construction WGS																			P15167-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5168-N1	Nucleic acid extraction WGS				P5168-N1-DNA1					Library construction WGS																			P15168-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5169-N1	Nucleic acid extraction WGS				P5169-N1-DNA1					Library construction WGS																			P15169-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5170-N1	Nucleic acid extraction WGS				P5170-N1-DNA1					Library construction WGS																			P15170-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5171-N1	Nucleic acid extraction WGS				P5171-N1-DNA1					Library construction WGS																			P15171-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5172-N1	Nucleic acid extraction WGS				P5172-N1-DNA1					Library construction WGS																			P15172-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5173-N1	Nucleic acid extraction WGS				P5173-N1-DNA1					Library construction WGS																			P15173-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5174-N1	Nucleic acid extraction WGS				P5174-N1-DNA1					Library construction WGS																			P15174-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5175-N1	Nucleic acid extraction WGS				P5175-N1-DNA1					Library construction WGS																			P15175-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5176-N1	Nucleic acid extraction WGS				P5176-N1-DNA1					Library construction WGS																			P15176-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5177-N1	Nucleic acid extraction WGS				P5177-N1-DNA1					Library construction WGS																			P15177-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5178-N1	Nucleic acid extraction WGS				P5178-N1-DNA1					Library construction WGS																			P15178-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5179-N1	Nucleic acid extraction WGS				P5179-N1-DNA1					Library construction WGS																			P15179-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5180-N1	Nucleic acid extraction WGS				P5180-N1-DNA1					Library construction WGS																			P15180-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5181-N1	Nucleic acid extraction WGS				P5181-N1-DNA1					Library construction WGS																			P15181-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5182-N1	Nucleic acid extraction WGS				P5182-N1-DNA1					Library construction WGS																			P15182-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5183-N1	Nucleic acid extraction WGS				P5183-N1-DNA1					Library construction WGS																			P15183-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5184-N1	Nucleic acid extraction WGS				P5184-N1-DNA1					Library construction WGS																			P15184-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5185-N1	Nucleic acid extraction WGS				P5185-N1-DNA1					Library construction WGS																			P15185-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5186-N1	Nucleic acid extraction WGS				P5186-N1-DNA1					Library construction WGS																			P15186-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5187-N1	Nucleic acid extraction WGS				P5187-N1-DNA1					Library construction WGS																			P15187-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5188-N1	Nucleic acid extraction WGS				P5188-N1-DNA1					Library construction WGS																			P15188-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5189-N1	Nucleic acid extraction WGS				P5189-N1-DNA1					Library construction WGS																			P15189-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5190-N1	Nucleic acid extraction WGS				P5190-N1-DNA1					Library construction WGS																			P15190-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5191-N1	Nucleic acid extraction WGS				P5191-N1-DNA1					Library construction WGS																			P15191-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5192-N1	Nucleic acid extraction WGS				P5192-N1-DNA1					Library construction WGS																			P15192-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5193-N1	Nucleic acid extraction WGS				P5193-N1-DNA1					Library construction WGS																			P15193-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5194-N1	Nucleic acid extraction WGS				P5194-N1-DNA1					Library construction WGS																			P15194-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5195-N1	Nucleic acid extraction WGS				P5195-N1-DNA1					Library construction WGS																			P15195-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5196-N1	Nucleic acid extraction WGS				P5196-N1-DNA1					Library construction WGS																			P15196-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
